name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
LeBron James,Cleveland Cavaliers,2/27/2018,2017,1966,1610612739,400975654,4,3,30,0,Driving Layup Shot,2PT Field Goal,1,Brooklyn Nets,10,7,0,0,,0,0
LeBron James,Miami Heat,6/11/2013,2012,1966,1610612748,400467335,3,3,40,0,Driving Layup Shot,2PT Field Goal,1,San Antonio Spurs,-8,14,,,,,
LeBron James,Cleveland Cavaliers,5/27/2016,2015,1966,1610612739,400876896,2,8,23,0,Driving Layup Shot,2PT Field Goal,3,Toronto Raptors,12,31,0,0,,0,0
LeBron James,Miami Heat,12/17/2010,2010,1966,1610612748,301217018,3,2,14,1,Driving Layup Shot,2PT Field Goal,2,New York Knicks,24,6,,,,,
LeBron James,Miami Heat,1/27/2013,2012,1966,1610612748,400278372,2,3,32,1,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,0,15,,,,,
LeBron James,Miami Heat,1/10/2012,2011,1966,1610612748,320110009,2,4,34,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,-15,-11,,,,,
LeBron James,Cleveland Cavaliers,11/28/2017,2017,1966,1610612739,400975049,2,0,12,1,Driving Layup Shot,2PT Field Goal,1,Miami Heat,-8,17,0,0,,0,0
LeBron James,Miami Heat,2/18/2014,2013,1966,1610612748,400489671,4,2,14,1,Driving Layup Shot,2PT Field Goal,0,Dallas Mavericks,9,1,17,12.7,"Calderon, Jose",3.9,10.6
LeBron James,Cleveland Cavaliers,3/19/2018,2017,1966,1610612739,400975796,2,1,0,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,4,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/23/2015,2015,1966,1610612739,400828090,4,7,13,0,Driving Layup Shot,2PT Field Goal,3,Orlando Magic,-17,26,7,5.4,"Gordon, Aaron",1.6,2.1
LeBron James,Cleveland Cavaliers,2/6/2018,2017,1966,1610612739,400975543,1,7,54,1,Driving Layup Shot,2PT Field Goal,3,Orlando Magic,21,34,0,0,,0,0
LeBron James,Miami Heat,4/30/2012,2011,1966,1610612748,320430014,3,6,19,1,Driving Layup Shot,2PT Field Goal,1,New York Knicks,6,12,,,,,
LeBron James,Cleveland Cavaliers,1/30/2017,2016,1966,1610612739,0,3,5,44,1,Driving Layup Shot,2PT Field Goal,2,Dallas Mavericks,-20,-1,0,0,,0,0
LeBron James,Miami Heat,3/30/2011,2010,1966,1610612748,310330027,1,0,19,1,Driving Layup Shot,2PT Field Goal,2,Washington Wizards,24,-14,,,,,
LeBron James,Miami Heat,1/30/2013,2012,1966,1610612748,400278395,3,11,13,1,Driving Layup Shot,2PT Field Goal,2,Brooklyn Nets,21,15,,,,,
LeBron James,Miami Heat,5/15/2011,2010,1966,1610612748,310515004,3,2,11,0,Driving Layup Shot,2PT Field Goal,3,Chicago Bulls,20,26,,,,,
LeBron James,Miami Heat,4/9/2013,2012,1966,1610612748,400278877,3,4,27,0,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-8,11,,,,,
LeBron James,Cleveland Cavaliers,11/19/2015,2015,1966,1610612739,400828063,4,0,34,1,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,-14,16,9,11.4,"Monroe, Greg",2.1,3.9
LeBron James,Cleveland Cavaliers,5/24/2015,2014,1966,1610612739,400796268,3,0,12,0,Driving Layup Shot,2PT Field Goal,0,Atlanta Hawks,0,6,18,18.2,"Muscala, Mike",0.8,5.8
LeBron James,Cleveland Cavaliers,11/23/2015,2015,1966,1610612739,400828090,1,9,21,1,Driving Layup Shot,2PT Field Goal,0,Orlando Magic,-2,7,9,8.2,"Fournier, Evan",4.8,16.4
LeBron James,Miami Heat,4/9/2013,2012,1966,1610612748,400278877,4,2,53,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-2,12,,,,,
LeBron James,Miami Heat,4/3/2011,2010,1966,1610612748,310403017,2,2,51,1,Driving Layup Shot,2PT Field Goal,2,Brooklyn Nets,23,15,,,,,
LeBron James,Cleveland Cavaliers,2/13/2018,2017,1966,1610612739,400975596,3,10,50,1,Driving Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,0,-1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/4/2015,2015,1966,1610612739,400827950,2,7,36,1,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-14,2,12,10.3,"Porzingis, Kristaps",2.2,7.1
LeBron James,Cleveland Cavaliers,2/13/2018,2017,1966,1610612739,400975596,1,10,9,1,Driving Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-16,6,0,0,,0,0
LeBron James,Miami Heat,6/14/2012,2011,1966,1610612748,320614025,1,10,39,1,Driving Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,0,11,,,,,
LeBron James,Miami Heat,2/3/2013,2012,1966,1610612748,400278427,1,0,1,1,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,21,3,,,,,
LeBron James,Cleveland Cavaliers,11/19/2015,2015,1966,1610612739,400828063,2,0,12,0,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-14,7,4,4.6,"Monroe, Greg",2.4,6.5
LeBron James,Cleveland Cavaliers,2/13/2018,2017,1966,1610612739,400975596,4,0,49,1,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,-20,1,0,0,,0,0
LeBron James,Miami Heat,2/19/2012,2011,1966,1610612748,320219014,3,4,40,1,Driving Layup Shot,2PT Field Goal,1,Orlando Magic,15,3,,,,,
LeBron James,Miami Heat,2/3/2013,2012,1966,1610612748,400278427,4,10,27,0,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,20,4,,,,,
LeBron James,Cleveland Cavaliers,5/4/2015,2014,1966,1610612739,400793121,3,0,1,0,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,6,6,15,14.9,"Gasol, Pau",0.9,0
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,4,10,10,1,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,-6,7,2,1.7,"Butler, Jimmy",1.5,3.6
LeBron James,Cleveland Cavaliers,11/4/2015,2015,1966,1610612739,400827950,2,8,12,0,Driving Layup Shot,2PT Field Goal,2,New York Knicks,-20,11,8,6.8,"Porzingis, Kristaps",2.5,14.8
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,4,8,37,1,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,-2,7,10,9.8,"Mirotic, Nikola",0.9,8.6
LeBron James,Miami Heat,5/18/2011,2010,1966,1610612748,310518004,2,0,7,1,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,9,26,,,,,
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,1,11,34,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-9,16,6,5,"Snell, Tony",2.7,20.2
LeBron James,Miami Heat,4/1/2012,2011,1966,1610612748,320401002,4,5,10,1,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,-8,6,,,,,
LeBron James,Miami Heat,4/12/2013,2012,1966,1610612748,400278900,2,0,53,1,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,9,12,,,,,
LeBron James,Cleveland Cavaliers,11/25/2015,2015,1966,1610612739,400828106,4,6,6,0,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,28,2,3,3.5,"Biyombo, Bismack",1.7,9.4
LeBron James,Cleveland Cavaliers,12/27/2017,2017,1966,1610612739,400975259,4,2,45,0,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,23,11,0,0,,0,0
LeBron James,Miami Heat,4/18/2011,2010,1966,1610612748,310418014,3,7,23,1,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,17,7,,,,,
LeBron James,Miami Heat,2/4/2013,2012,1966,1610612748,400278431,2,2,39,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,12,9,,,,,
LeBron James,Miami Heat,11/3/2012,2012,1966,1610612748,400277750,1,1,6,1,Driving Layup Shot,2PT Field Goal,1,Denver Nuggets,12,4,,,,,
LeBron James,Miami Heat,2/4/2013,2012,1966,1610612748,400278431,4,7,56,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,18,1,,,,,
LeBron James,Cleveland Cavaliers,4/26/2015,2014,1966,1610612739,400790911,3,7,46,1,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,9,12,11,10.9,"Sullinger, Jared",3.6,12.1
LeBron James,Miami Heat,4/14/2013,2012,1966,1610612748,400278914,1,7,52,1,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,2,7,,,,,
LeBron James,Cleveland Cavaliers,11/21/2015,2015,1966,1610612739,400828078,4,11,41,0,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,-20,7,2,3.2,"Horford, Al",2.9,8.2
LeBron James,Miami Heat,2/4/2013,2012,1966,1610612748,400278431,4,0,37,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,10,3,,,,,
LeBron James,Miami Heat,12/27/2011,2011,1966,1610612748,311227014,4,3,54,1,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,17,6,,,,,
LeBron James,Miami Heat,4/14/2013,2012,1966,1610612748,400278914,2,3,16,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,12,4,,,,,
LeBron James,Miami Heat,1/1/2011,2010,1966,1610612748,310101014,4,3,58,0,Driving Layup Shot,2PT Field Goal,2,Golden State Warriors,24,7,,,,,
LeBron James,Miami Heat,4/14/2013,2012,1966,1610612748,400278914,2,0,18,1,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,4,3,,,,,
LeBron James,Cleveland Cavaliers,12/1/2015,2015,1966,1610612739,400828149,4,2,19,0,Driving Layup Shot,2PT Field Goal,2,Washington Wizards,-20,11,6,5.2,"Gortat, Marcin",0.8,17.7
LeBron James,Miami Heat,2/6/2013,2012,1966,1610612748,400278446,3,4,23,0,Driving Layup Shot,2PT Field Goal,1,Houston Rockets,7,14,,,,,
LeBron James,Miami Heat,12/25/2010,2010,1966,1610612748,301225013,3,4,55,1,Driving Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-16,4,,,,,
LeBron James,Cleveland Cavaliers,12/27/2017,2017,1966,1610612739,400975259,2,1,33,1,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,15,15,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/10/2015,2015,1966,1610612739,400827993,4,9,9,1,Driving Layup Shot,2PT Field Goal,1,Utah Jazz,-16,2,16,15.8,"Gobert, Rudy",2.4,8.6
LeBron James,Cleveland Cavaliers,12/27/2017,2017,1966,1610612739,400975259,1,8,8,1,Driving Layup Shot,2PT Field Goal,0,Sacramento Kings,5,-8,0,0,,0,0
LeBron James,Miami Heat,4/3/2012,2011,1966,1610612748,320403014,2,5,59,1,Driving Layup Shot,2PT Field Goal,2,Philadelphia 76ers,1,22,,,,,
LeBron James,Miami Heat,2/8/2013,2012,1966,1610612748,400278461,2,1,43,1,Driving Layup Shot,2PT Field Goal,3,Los Angeles Clippers,-29,15,,,,,
LeBron James,Miami Heat,4/3/2012,2011,1966,1610612748,320403014,1,0,34,1,Driving Layup Shot,2PT Field Goal,0,Philadelphia 76ers,4,9,,,,,
LeBron James,Miami Heat,2/8/2013,2012,1966,1610612748,400278461,3,10,7,0,Driving Layup Shot,2PT Field Goal,2,Los Angeles Clippers,2,22,,,,,
LeBron James,Miami Heat,1/1/2011,2010,1966,1610612748,310101014,4,5,32,1,Driving Layup Shot,2PT Field Goal,2,Golden State Warriors,-23,19,,,,,
LeBron James,Miami Heat,2/10/2013,2012,1966,1610612748,400278473,3,9,29,1,Driving Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-4,12,,,,,
LeBron James,Cleveland Cavaliers,11/21/2015,2015,1966,1610612739,400828078,2,0,5,0,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,-20,7,22,23,"Millsap, Paul",2.2,2.1
LeBron James,Miami Heat,2/10/2013,2012,1966,1610612748,400278473,3,0,44,1,Driving Layup Shot,2PT Field Goal,0,Los Angeles Lakers,1,6,,,,,
LeBron James,Miami Heat,12/28/2010,2010,1966,1610612748,301228014,4,0,40,1,Driving Layup Shot,2PT Field Goal,3,New York Knicks,-19,34,,,,,
LeBron James,Miami Heat,4/21/2013,2012,1966,1610612748,400459775,1,6,13,1,Driving Layup Shot,2PT Field Goal,0,Milwaukee Bucks,6,4,,,,,
LeBron James,Miami Heat,2/12/2014,2013,1966,1610612748,400489661,2,0,27,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,-15,7,2,7.1,"Curry, Stephen",3.4,11
LeBron James,Miami Heat,4/21/2013,2012,1966,1610612748,400459775,1,3,50,0,Driving Layup Shot,2PT Field Goal,0,Milwaukee Bucks,7,7,,,,,
LeBron James,Cleveland Cavaliers,11/13/2015,2015,1966,1610612739,400828017,3,5,31,1,Driving Layup Shot,2PT Field Goal,1,New York Knicks,17,2,3,5.6,"Lopez, Robin",3.1,17.9
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,3,7,37,0,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-12,3,3,4.4,"Gibson, Taj",0.5,11.3
LeBron James,Cleveland Cavaliers,11/13/2015,2015,1966,1610612739,400828017,2,4,44,1,Driving Layup Shot,2PT Field Goal,0,New York Knicks,-9,-1,6,5.8,"Afflalo, Arron",2.7,19.3
LeBron James,Miami Heat,2/10/2013,2012,1966,1610612748,400278473,4,6,19,0,Driving Layup Shot,2PT Field Goal,0,Los Angeles Lakers,0,1,,,,,
LeBron James,Cleveland Cavaliers,11/13/2015,2015,1966,1610612739,400828017,1,0,49,0,Driving Layup Shot,2PT Field Goal,2,New York Knicks,-24,8,5,7.9,"Thomas, Lance",4.2,11
LeBron James,Miami Heat,2/12/2013,2012,1966,1610612748,400278490,1,10,35,1,Driving Layup Shot,2PT Field Goal,0,Portland Trail Blazers,-2,1,,,,,
LeBron James,Miami Heat,3/16/2011,2010,1966,1610612748,310316014,2,1,55,0,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,-12,17,,,,,
LeBron James,Miami Heat,2/12/2013,2012,1966,1610612748,400278490,1,6,41,1,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-15,12,,,,,
LeBron James,Cleveland Cavaliers,12/17/2014,2014,1966,1610612739,400578662,3,11,8,0,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,-16,15,6,6.2,"Horford, Al",1.9,18.3
LeBron James,Miami Heat,4/21/2013,2012,1966,1610612748,400459775,4,6,27,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,13,3,,,,,
LeBron James,Miami Heat,12/28/2011,2011,1966,1610612748,311228030,1,8,32,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,2,-10,,,,,
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,3,0,31,0,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,-1,2,13,12.1,"Gasol, Pau",2.4,11.8
LeBron James,Cleveland Cavaliers,1/19/2015,2014,1966,1610612739,400578912,2,1,42,1,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,0,-8,2,2.7,"Gasol, Pau",2.4,10.1
LeBron James,Miami Heat,2/12/2013,2012,1966,1610612748,400278490,2,6,13,1,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-15,12,,,,,
LeBron James,Miami Heat,11/27/2013,2013,1966,1610612748,400489092,2,3,59,0,Driving Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,-2,3,20,18.9,"Bynum, Andrew",0.5,4.5
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,1,10,33,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,9,11,,,,,
LeBron James,Miami Heat,12/28/2011,2011,1966,1610612748,311228030,4,4,5,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,10,3,,,,,
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,1,8,4,1,Driving Layup Shot,2PT Field Goal,0,Milwaukee Bucks,7,6,,,,,
LeBron James,Miami Heat,3/29/2011,2010,1966,1610612748,310329005,4,0,55,1,Driving Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,7,1,,,,,
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,1,5,2,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,12,1,,,,,
LeBron James,Miami Heat,2/12/2014,2013,1966,1610612748,400489661,3,9,1,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,10,15,1,1.4,"Lee, David",1,20.6
LeBron James,Cleveland Cavaliers,2/27/2018,2017,1966,1610612739,400975654,3,5,56,0,Driving Layup Shot,2PT Field Goal,8,Brooklyn Nets,-63,50,0,0,,0,0
LeBron James,Miami Heat,2/3/2014,2013,1966,1610612748,400489586,2,3,52,0,Driving Layup Shot,2PT Field Goal,0,Detroit Pistons,-2,1,4,3,"Singler, Kyle",1,19.5
LeBron James,Cleveland Cavaliers,12/17/2015,2015,1966,1610612739,400828271,1,0,28,1,Driving Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,-7,-1,9,10.4,"Kanter, Enes",3.4,14.6
LeBron James,Cleveland Cavaliers,4/26/2015,2014,1966,1610612739,400790911,3,1,23,0,Driving Layup Shot,2PT Field Goal,2,Boston Celtics,-27,0,12,13.2,"Olynyk, Kelly",2.9,9.1
LeBron James,Cleveland Cavaliers,2/27/2018,2017,1966,1610612739,400975654,4,1,8,0,Driving Layup Shot,2PT Field Goal,4,Brooklyn Nets,24,34,0,0,,0,0
LeBron James,Miami Heat,3/18/2012,2011,1966,1610612748,320318014,1,10,32,0,Driving Layup Shot,2PT Field Goal,1,Orlando Magic,-12,9,,,,,
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,3,6,5,0,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,11,14,,,,,
LeBron James,Cleveland Cavaliers,12/19/2014,2014,1966,1610612739,400578678,1,8,19,0,Driving Layup Shot,2PT Field Goal,0,Brooklyn Nets,-2,7,2,2.3,"Johnson, Joe",3.8,9.2
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,1,7,34,0,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,-19,8,0,0,,0,0
LeBron James,Miami Heat,1/4/2011,2010,1966,1610612748,310104014,1,2,9,1,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,20,11,,,,,
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,3,4,10,0,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-11,11,,,,,
LeBron James,Miami Heat,3/10/2011,2010,1966,1610612748,310310014,2,10,58,0,Driving Layup Shot,2PT Field Goal,2,Los Angeles Lakers,21,15,,,,,
LeBron James,Cleveland Cavaliers,2/26/2016,2015,1966,1610612739,400828751,3,7,8,0,Driving Layup Shot,2PT Field Goal,3,Toronto Raptors,-29,16,0,0,,0,0
LeBron James,Miami Heat,1/4/2011,2010,1966,1610612748,310104014,1,2,36,1,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,27,9,,,,,
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,5,1,0,1,Driving Layup Shot,2PT Field Goal,2,Dallas Mavericks,15,16,11,9.1,"Parsons, Chandler",3.5,14.1
LeBron James,Miami Heat,4/6/2014,2013,1966,1610612748,400490022,1,7,10,0,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-7,12,1,1.9,"Stoudemire, Amare",2.4,18.9
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,4,11,8,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,9,7,,,,,
LeBron James,Miami Heat,1/4/2011,2010,1966,1610612748,310104014,3,5,2,0,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,-15,23,,,,,
LeBron James,Cleveland Cavaliers,3/19/2018,2017,1966,1610612739,400975796,1,6,57,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,2,10,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/22/2015,2014,1966,1610612739,400579113,2,1,51,0,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-15,1,2,2.7,"Thomas, Lance",4.3,24
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,3,2,12,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,-2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/9/2014,2014,1966,1610612739,400578600,4,4,51,0,Driving Layup Shot,2PT Field Goal,1,Toronto Raptors,12,-5,11,9.9,"Fields, Landry",3.5,14.1
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,1,5,56,0,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,12,11,0,0,,0,0
LeBron James,Miami Heat,1/4/2011,2010,1966,1610612748,310104014,3,9,29,1,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,21,9,,,,,
LeBron James,Miami Heat,2/21/2013,2012,1966,1610612748,400278529,1,8,2,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-11,9,,,,,
LeBron James,Cleveland Cavaliers,12/28/2014,2014,1966,1610612739,400578745,2,2,20,0,Driving Layup Shot,2PT Field Goal,1,Detroit Pistons,10,4,15,15.5,"Drummond, Andre",0.1,9.1
LeBron James,Miami Heat,2/21/2013,2012,1966,1610612748,400278529,2,4,37,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-16,7,,,,,
LeBron James,Miami Heat,4/11/2014,2013,1966,1610612748,400490053,4,3,56,0,Driving Layup Shot,2PT Field Goal,2,Indiana Pacers,20,3,2,3.8,"George, Paul",0.8,13
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,1,9,12,0,Driving Layup Shot,2PT Field Goal,1,Dallas Mavericks,-11,2,0,0.8,"Pachulia, Zaza",3.3,17.7
LeBron James,Miami Heat,1/7/2014,2013,1966,1610612748,400489384,2,1,52,0,Driving Layup Shot,2PT Field Goal,0,New Orleans Pelicans,2,4,2,2.6,"Davis, Anthony",2.8,14.5
LeBron James,Cleveland Cavaliers,3/27/2018,2017,1966,1610612739,400975856,1,10,17,0,Driving Layup Shot,2PT Field Goal,0,Miami Heat,4,6,0,0,,0,0
LeBron James,Miami Heat,4/4/2012,2011,1966,1610612748,320404014,2,6,46,1,Driving Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-11,1,,,,,
LeBron James,Miami Heat,2/21/2013,2012,1966,1610612748,400278529,3,10,40,1,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,21,3,,,,,
LeBron James,Miami Heat,1/9/2011,2010,1966,1610612748,310109022,1,1,7,0,Driving Layup Shot,2PT Field Goal,2,Portland Trail Blazers,18,15,,,,,
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,1,2,18,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,-6,11,0,0,,0,0
LeBron James,Miami Heat,5/3/2012,2011,1966,1610612748,320503018,4,8,29,1,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-15,4,,,,,
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,3,2,38,1,Driving Layup Shot,2PT Field Goal,1,Dallas Mavericks,-9,11,0,1.8,"McGee, JaVale",2.1,18.1
LeBron James,Miami Heat,1/9/2011,2010,1966,1610612748,310109022,1,8,43,0,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,15,4,,,,,
LeBron James,Miami Heat,2/23/2013,2012,1966,1610612748,400278546,1,7,34,1,Driving Layup Shot,2PT Field Goal,0,Philadelphia 76ers,-2,6,,,,,
LeBron James,Miami Heat,3/16/2014,2013,1966,1610612748,400489862,4,4,41,0,Driving Layup Shot,2PT Field Goal,1,Houston Rockets,15,7,2,4.1,"Howard, Dwight",1,5.1
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,1,4,10,1,Driving Layup Shot,2PT Field Goal,2,Golden State Warriors,15,18,0,0,,0,0
LeBron James,Miami Heat,4/11/2014,2013,1966,1610612748,400490053,3,8,18,0,Driving Layup Shot,2PT Field Goal,1,Indiana Pacers,11,4,3,3.5,"George, Paul",2.1,20.1
LeBron James,Cleveland Cavaliers,2/6/2018,2017,1966,1610612739,400975543,2,7,19,0,Driving Layup Shot,2PT Field Goal,7,Orlando Magic,-29,74,0,0,,0,0
LeBron James,Miami Heat,3/10/2014,2013,1966,1610612748,400489818,2,4,16,0,Driving Layup Shot,2PT Field Goal,2,Washington Wizards,18,9,0,0.4,"Gortat, Marcin",1.4,20
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,1,7,8,1,Driving Layup Shot,2PT Field Goal,2,Golden State Warriors,20,16,0,0,,0,0
LeBron James,Miami Heat,3/18/2012,2011,1966,1610612748,320318014,2,5,58,1,Driving Layup Shot,2PT Field Goal,1,Orlando Magic,-5,15,,,,,
LeBron James,Cleveland Cavaliers,1/30/2018,2017,1966,1610612739,400975493,2,7,53,1,Driving Layup Shot,2PT Field Goal,2,Detroit Pistons,-24,10,0,0,,0,0
LeBron James,Miami Heat,3/6/2011,2010,1966,1610612748,310306014,1,5,57,1,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,-27,12,,,,,
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,2,0,23,1,Driving Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,-13,11,,,,,
LeBron James,Cleveland Cavaliers,11/7/2014,2014,1966,1610612739,400578373,2,2,51,0,Driving Layup Shot,2PT Field Goal,1,Denver Nuggets,-10,0,12,13.6,"Mozgov, Timofey",2.6,7.1
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,3,0,11,0,Driving Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,17,12,,,,,
LeBron James,Miami Heat,2/12/2012,2011,1966,1610612748,320212001,2,11,37,0,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,18,9,,,,,
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,3,1,14,0,Driving Layup Shot,2PT Field Goal,0,Sacramento Kings,1,9,,,,,
LeBron James,Miami Heat,2/1/2014,2013,1966,1610612748,400489578,2,1,8,0,Driving Layup Shot,2PT Field Goal,1,New York Knicks,17,6,5,5.3,"Martin, Kenyon",2.4,17.7
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,3,0,13,1,Driving Layup Shot,2PT Field Goal,1,Sacramento Kings,0,15,,,,,
LeBron James,Cleveland Cavaliers,12/5/2014,2014,1966,1610612739,400578573,3,7,25,0,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,-18,14,9,7.1,"Ross, Terrence",2.5,15.3
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,4,5,7,1,Driving Layup Shot,2PT Field Goal,0,Sacramento Kings,4,9,,,,,
